Stock Solution c_S1=0.028569946289062502,c_Ion1=0.105,c_Stot=0.2740313197122094
	0	c_Stot	c_Iontot	c_S1	c_Ion1	Mcount	Scount	Ioncount	Vnew	Vstock
17	0.01375	0.015123121032239107	0.015117586074812497	0.013427734375	0.01375	2.246332995227713e-10	1.6022028564988133e-09	1.4493481068078573e-10	0.001050304170881555	3.64190642106135e-06
18	0.0145	0.016017777268971106	0.016020001028266555	0.0141318359375	0.0145	3.350684256029811e-10	2.3926608923308113e-09	2.2714306477378265e-10	0.0010539460773026164	3.6972857097379557e-06
19	0.01525	0.016919735165891327	0.01693039190997297	0.0148330078125	0.01525	4.904526182710076e-10	3.5063481042263422e-09	3.484096865180586e-10	0.0010576433630123544	3.9067123941303474e-06
20	0.016	0.017865956203685487	0.017852581549068058	0.0155625	0.016	7.15972750531936e-10	5.124975784032149e-09	5.317554938044644e-10	0.0010615500754064847	3.820599600588401e-06
21	0.01675	0.01878460856428172	0.018779281133247734	0.01625927734375	0.01675	1.0144499599854294e-09	7.27026043881307e-09	7.859912651286827e-10	0.0010653706750070732	3.879251201265546e-06
22	0.0175	0.019710646608867705	0.019713953568530188	0.016953125	0.0175	1.4171476123634958e-09	1.0168689730527536e-08	1.1432184851556393e-09	0.0010692499262083387	3.938970599151478e-06
23	0.01825	0.020644090532011623	0.020656592770279685	0.01764404296875	0.01825	1.9541740257639047e-09	1.4039464250881206e-08	1.6384558154669548e-09	0.0010731888968074901	4.193102585896653e-06
24	0.019	0.021630257598573805	0.021612664474499093	0.018369140625	0.019	2.701745232610833e-09	1.9435786882682216e-08	2.350711104937009e-09	0.0010773819993933867	4.07251742988252e-06
25	0.01975	0.02258074391934676	0.022571681103170985	0.019055664062499998	0.01975	3.6411895744443594e-09	2.6227354885111076e-08	3.2825372836553512e-09	0.0010814545168232692	4.1359493518264675e-06
26	0.0205	0.023538735794156704	0.023538670402706532	0.019739257812499997	0.0205	4.857491500272317e-09	3.503360653314691e-08	4.531048248407332e-09	0.0010855904661750957	4.200594978113583e-06
27	0.02125	0.024504258386117972	0.024513629137854882	0.020419921874999997	0.02125	6.419005647034356e-09	4.6356528050212065e-08	6.187729939544084e-09	0.0010897910611532093	4.266492014008801e-06
28	0.022000000000000002	0.025477338103309172	0.025496554776031882	0.021097656249999996	0.022	8.40804217977446e-09	6.080199961219779e-08	8.366345598948e-09	0.001094057553167218	4.584265054222403e-06
29	0.02275	0.026514470782112644	0.026495422170843542	0.02181689453125	0.02275	1.1085656744006057e-08	8.028005308788333e-08	1.1375272803565428e-08	0.0010986418182214405	4.4146617167895184e-06
30	0.0235	0.02750508475075844	0.02749484091711494	0.022490234375	0.0235	1.4292156524802773e-08	1.0364473806284691e-07	1.5107641644640513e-08	0.00110305647993823	4.48492553860174e-06
31	0.02425	0.028503378630920805	0.02850224504527909	0.02316064453125	0.02425	1.8293819513799194e-08	1.3285256684689162e-07	1.9902809133415245e-08	0.0011075414054768319	4.556620780290777e-06
32	0.025	0.02950938501889936	0.029517635341351534	0.023828125	0.025	2.3258044185069403e-08	1.691488855926071e-07	2.6021933729331037e-08	0.0011120980262571227	4.629794300529999e-06
33	0.02575	0.03052313809172272	0.030541013423181	0.024492675781249997	0.02575	2.9381889949608166e-08	2.1400416527414534e-07	3.378151049518441e-08	0.0011167278205576527	4.704495015594812e-06
34	0.0265	0.03154467368578534	0.03157238177094321	0.025154296874999996	0.0265	3.689650493636703e-08	2.691489247169665e-07	4.356365823632302e-08	0.0011214323155732476	5.112242454669373e-06
35	0.02725	0.03264507448011943	0.032623437919623154	0.025866210937500002	0.02725	4.677074849061812e-08	3.4175287259852194e-07	5.668355610582987e-08	0.001126544558027917	4.873602160364762e-06
36	0.027999999999999997	0.03368484966460974	0.0336714965492222	0.026523437500000004	0.028	5.809474746658041e-08	4.251944619032555e-07	7.222185421235094e-08	0.0011314181601882818	4.95366001469378e-06
37	0.02875	0.03473256545373845	0.03472758195951305	0.027177734375000002	0.02875	7.17981289151154e-08	5.263874832822646e-07	9.151485415997973e-08	0.0011363718202029756	5.035481094493598e-06
38	0.0295	0.03578826603637417	0.03579170080109025	0.0278291015625	0.0295	8.831261917865452e-08	6.486211061793035e-07	1.153660339758833e-07	0.0011414073012974693	5.11912757490433e-06
39	0.03025	0.03685199780468663	0.036863860803454815	0.0284775390625	0.03025	1.08138003897191e-07	7.957264179028756e-07	1.4473571571110844e-07	0.0011465264288723735	5.204664726001797e-06
40	0.031	0.03792380949521964	0.03794407083237867	0.029123046875	0.031	1.318519637703452e-07	9.721649243954467e-07	1.807724279087597e-07	0.0011517310935983754	5.292161178571667e-06
41	0.03175	0.039003752352358194	0.03903234095717921	0.029765625	0.03175	1.6012156319103366e-07	1.1831380924628987e-06	2.2485322215964887e-07	0.001157023254776947	5.8283506403466496e-06
42	0.0325	0.040181738491208076	0.04014578086896732	0.030468750000000003	0.0325	1.9673257247785885e-07	1.4573144046237108e-06	2.830733825537335e-07	0.0011628516054172937	5.49188912342034e-06
43	0.03325	0.04128096656721913	0.04125107875938351	0.031106933593750004	0.03325	2.371808761779598e-07	1.761570221962827e-06	3.4967541159836024e-07	0.001168343494540714	5.5863164780825044e-06
44	0.034	0.042388543119794266	0.042364501594118226	0.031742187500000005	0.034	2.8499866015199184e-07	2.123147195033648e-06	4.307779207998741e-07	0.0011739298110187966	5.683045858727227e-06
45	0.03475	0.04350453343351656	0.04348606599074354	0.03237451171875	0.03475	3.4141323444856897e-07	2.5527254014848233e-06	5.296838710353025e-07	0.0011796128568775238	5.782175843246623e-06
46	0.0355	0.04462900787287919	0.044615790903535756	0.03300390625	0.0355	4.078780689965275e-07	3.0639765188356094e-06	6.508936669161192e-07	0.0011853950327207704	5.883820804108601e-06
47	0.03625	0.0457620440977035	0.04575369863897786	0.03363037109375	0.03625	4.861592547809337e-07	3.6757162947889666e-06	8.010871972718991e-07	0.001191278853524879	5.9881257394072185e-06
48	0.037000000000000005	0.04690373191545574	0.04689981711103029	0.034253906249999994	0.037	5.785032995144292e-07	4.41669262690042e-06	9.91344615251799e-07	0.0011972669792642862	6.095301786317721e-06
49	0.03775	0.048054184454495705	0.04805418509690773	0.034874511718749994	0.03775	6.879908113571254e-07	5.336693309203333e-06	1.242366592581201e-06	0.001203362281050604	6.205712864268577e-06
50	0.0385	0.04921356468144808	0.049216864846180514	0.035492187499999994	0.0385	8.1932553940211e-07	6.532996663435875e-06	1.5970468660447823e-06	0.0012095679939148724	6.320089311048487e-06
51	0.03925	0.0503821494468601	0.05038797284341999	0.03610693359375	0.03925	9.806587779738849e-07	8.21434924812986e-06	2.151197295401086e-06	0.001215888083225921	6.440057586322186e-06
52	0.04	0.051560485678802635	0.051567755555325875	0.03671875000000001	0.04	1.187898793949213e-06	1.0857090335596176e-05	3.1292563737045365e-06	0.0012223281408122431	6.56945671850738e-06
53	0.04075	0.052749773149336675	0.052756776776484965	0.03732763671875	0.04075	1.4750146796192985e-06	1.5587848114798075e-05	5.0715953426039295e-06	0.0012288975975307504	6.717610542157336e-06
54	0.0415	0.053952804028419156	0.05395638160772287	0.03793359375	0.0415	1.9188304767226154e-06	2.512302223266205e-05	9.298455880386858e-06	0.0012356152080729077	6.9074510913856525e-06
55	0.04225	0.055176267900195135	0.05516984456320077	0.03853662109375	0.04225	2.6988455074345003e-06	4.607372766338158e-05	1.905801552214842e-05	0.0012425226591642933	7.195645371043192e-06
56	0.043	0.056436394550165324	0.05640520358840695	0.039136718749999994	0.043	4.24158179198008e-06	9.458850843974825e-05	4.236036297125545e-05	0.0012497183045353365	6.832250651928475e-06
57	0.04375	0.05761952487720031	0.05764160273983547	0.039648437499999994	0.04375	7.132710918133202e-06	0.00019477264625531593	9.144749167318972e-05	0.001256550555187265	7.632900751669361e-06
58	0.0445	0.0589261783883708	0.05894474346987006	0.040154296874999995	0.0445	1.3179447585628676e-05	0.0004164173115644848	0.00020147623555476224	0.0012641834559389343	8.048181815432508e-06
59	0.04525	0.06028694103208585	0.060317999346090355	0.04056591796875	0.04525	2.4212644874156534e-05	0.0008351341035829976	0.00041161848223772446	0.0012722316377543669	8.965734961576162e-06
60	0.046	0.06178271013806703	0.06180543027258743	0.04087890625	0.046	4.2461577646292065e-05	0.001542629986685272	0.0007700112345715715	0.001281197372715943	1.0199212992061886e-05
61	0.04675	0.06345901066439127	0.0634340364283904	0.0410888671875	0.04675	6.923057066978534e-05	0.002595223036417245	0.001307836743691157	0.0012913965857080049	9.563004957526837e-06
62	0.0475	0.0650068712203921	0.06506988443294963	0.04114501953125001	0.0475	9.885938995214858e-05	0.003772208297332297	0.0019152564815307777	0.0013009595906655316	1.2240651561326932e-05
63	0.04825	0.06695523778286556	0.06692642635197385	0.04118212890625	0.04825	0.00013908280668078639	0.005380383931660404	0.0027505630715352475	0.0013132002422268586	1.1676646355958132e-05
64	0.049	0.06878027843253134	0.06876724852616672	0.04112841796875	0.049	0.00017978078816604742	0.0070176951206365815	0.0036094832683319783	0.0013248768885828167	1.190660097707664e-05
65	0.04975	0.07060842956375993	0.07063758009173432	0.04102917480468749	0.04975	0.0002222953074740673	0.008735956538787566	0.004518858158220437	0.0013367834895598933	1.2935950172073582e-05
66	0.0505	0.07255807057311081	0.07258901424604672	0.040907958984375006	0.0505	0.00026860957091953	0.010614441032124514	0.005520498852146255	0.0013497194397319669	1.3535958807700468e-05
67	0.05125	0.07455852742376531	0.07458535817929292	0.0407647705078125	0.05125	0.0003169866134946825	0.012582955006300113	0.0065786697001528616	0.0013632553985396673	1.3508077923709072e-05
68	0.052000000000000005	0.07651564937532503	0.07657731784850559	0.040599609375	0.052	0.0003651274346298217	0.014547809472236502	0.007644529078786211	0.0013767634764633764	1.605343885107745e-05
69	0.05275	0.07879219103777811	0.07874536762053677	0.040438232421875	0.05275	0.0004208897634439694	0.01682779448332785	0.008886737630846589	0.0013928169153144539	1.528463006571279e-05
70	0.0535	0.08091146849041034	0.08084911867889906	0.04025561523437501	0.0535	0.0004736106544247326	0.018989463184877355	0.010076913509378504	0.0014081015453801667	1.3441171506645442e-05
71	0.05425	0.08273748258817504	0.08281468479360736	0.040051757812500005	0.05425	0.000520001723049122	0.020897227020402698	0.011141597948230886	0.001421542716886812	1.8174580888361374e-05
72	0.055	0.08515232147469004	0.08509578142446364	0.039866943359375004	0.055	0.0005799676649274378	0.023363350434946015	0.012514949829612279	0.0014397172977751735	1.5742595774034608e-05
73	0.05575	0.087195281045501	0.08719570536887755	0.0396619873046875	0.05575	0.0006316642933180834	0.025495321472594333	0.013719583585416403	0.001455459893549208	1.8631550906942987e-05
74	0.0565	0.08955676627001816	0.08947355329906649	0.03946447753906251	0.0565	0.0006907995988610432	0.02793548367231565	0.015100948077367116	0.001474091444456151	1.4829928682448931e-05
75	0.05725	0.09139416649855235	0.09148497951120162	0.03924755859375	0.05725	0.0007379809940977758	0.029888396221817458	0.01622840197827033	0.0014889213731386	1.999601921951237e-05
76	0.057999999999999996	0.09381445540525651	0.0938153837194014	0.039046630859375014	0.058	0.0007986737105173517	0.03239880743293908	0.01766923841893303	0.0015089173923581124	1.9888891252446624e-05
77	0.05875	0.09615897325194726	0.09611628795384738	0.03884155273437501	0.05875	0.0008576939970145678	0.03484348827593505	0.019085316934678395	0.001528806283610559	1.9538368407466624e-05
78	0.0595	0.0984035222482651	0.09837351865305241	0.038632873535156244	0.0595	0.0009144449237762686	0.037197334986600425	0.0204622517128987	0.0015483446520180256	1.8964758852141173e-05
79	0.06025	0.10052865389332245	0.10057531344722481	0.038421142578125	0.06025	0.0009684450553154442	0.03943997880324236	0.021788053315548506	0.0015673094108701667	2.1432550545860796e-05
80	0.061	0.10286925088472472	0.10290326263760317	0.03821435546875	0.061	0.0010274759829556346	0.04189202950315948	0.023239987697848116	0.0015887419614160276	2.1141104825881556e-05
81	0.06175	0.10511696397344222	0.1051897462715557	0.038005798339843744	0.06175	0.0010843537513245702	0.0442571130294203	0.024654063406821747	0.0016098830662419092	2.4732642802658195e-05
82	0.0625	0.10767273191425684	0.10765494379856638	0.03780364990234375	0.0625	0.0011484320482520796	0.0469214480928883	0.026245904111295265	0.0016346157090445675	2.5134306513862133e-05
83	0.06325	0.11019197137666478	0.11011016122224537	0.037601013183593754	0.06325	0.0012116673615567121	0.04955281122564909	0.027830606858520915	0.0016597500155584295	2.0822088050603875e-05
84	0.064	0.11222192137397231	0.11230273350356212	0.037390625000000004	0.064	0.001263447052048854	0.0517116283322121	0.029159686362331835	0.0016805721036090334	2.5873804609485953e-05
85	0.06475	0.11467533916847641	0.11473937805015415	0.03718856811523437	0.06475	0.0013251301512325136	0.05428150622528826	0.0307306721042689	0.0017064459082185193	2.6838040642387516e-05
86	0.0655	0.11714279540105209	0.11719308557369551	0.03698767089843749	0.0655	0.001387134930290079	0.05686596506271484	0.03232060360292845	0.001733283948860907	2.8206045572174243e-05
87	0.06625	0.11965498955512441	0.11968112838376985	0.03678848266601563	0.06625	0.0014501797821672388	0.05949467361486349	0.03394640459793476	0.0017614899944330812	3.0116683049256473e-05
88	0.067	0.1222500362604547	0.12222528993754474	0.03659155273437499	0.067	0.0015151597018173185	0.06220470300947422	0.03562949583487336	0.0017916066774823376	3.274181162665641e-05
89	0.06775	0.12497407403114216	0.12485229052830821	0.03639743041992187	0.06775	0.0015831606639161867	0.06504113545607855	0.03739622077398068	0.0018243484891089941	2.786935551340294e-05
90	0.0685	0.12721686063628967	0.12721394661584154	0.036198303222656256	0.0685	0.0016398366769837139	0.06740812847079014	0.03890312878906162	0.0018522178446223972	3.095601442611893e-05
91	0.06925	0.1296302280963782	0.1296809560798658	0.03600289916992189	0.06925	0.0017005043942582702	0.06994140080524074	0.04051560964667708	0.001883173859048516	3.52089156686835e-05
92	0.07	0.13228048430393674	0.1322926100876727	0.03581176757812501	0.07	0.0017667295126784772	0.07270616926566097	0.04227253901794649	0.0019183827747171996	3.549526791484931e-05
93	0.07075	0.1348556111901535	0.134869821443371	0.035621139526367175	0.07075	0.0018311727600141476	0.07539737543426593	0.04399712915944924	0.001953878042632049	4.207213189751008e-05
94	0.0715	0.13778926095786348	0.13766390203793633	0.035435791015625	0.0715	0.001904045657412743	0.07843971292244784	0.0459376331302952	0.001995950174529559	3.117884740479873e-05
95	0.07225	0.13988477156130988	0.13997912218947783	0.0352430419921875	0.07225	0.001957162103164275	0.08066024972670177	0.04740639536704583	0.002027129021934358	4.592721818317482e-05
96	0.073	0.14285670144252566	0.14281361979095336	0.035060852050781244	0.073	0.002030912666817853	0.08373981981951478	0.04939000085433347	0.002073056240117533	4.197682998243101e-05
97	0.07375	0.14546010974235737	0.14544141751151202	0.03487640380859375	0.07375	0.002095966691433835	0.08645752730701006	0.05117069751918017	0.0021150330700999637	4.561681639536577e-05
98	0.0745	0.1481745751055718	0.14814283683181695	0.034694519042968754	0.0745	0.0021636264329781443	0.08928384280018081	0.053025648513539664	0.0021606498864953296	4.13584386082199e-05
99	0.07525	0.15053843467226952	0.1506451575624512	0.034511016845703124	0.07525	0.0022230042322451044	0.09176500850564481	0.05468488672367533	0.0022020083251035496	5.653308422423243e-05
